HUC_12,waterid,Year,observed_load_kg_yr,predicted_load_kg_yr,observed_yield_kg_km2_yr,predicted_yield_kg_km2_yr,demiarea,demtarea
70200070403,7020007040302,2002,2671345.5000128844,5800959.0,90842.39691292065,197268.76210922084,29.40637401469682,23323.267670198795
70200070403,7020007040303,2003,1685859.0567686942,4102373.5,57329.71552106798,139506.2681971501,29.40637401469682,23323.267670198795
70200070403,7020007040304,2004,3795570.080349709,7168945.5,129073.03969039996,243788.82947000128,29.40637401469682,23323.267670198795
70200070403,7020007040305,2005,6658751.015498839,6563296.5,226439.03706628046,223192.9885921934,29.40637401469682,23323.267670198795
70200070403,7020007040306,2006,8144694.6751967715,4381249.5,276970.38305797876,148989.79037028924,29.40637401469682,23323.267670198795
70200070403,7020007040307,2007,6407755.036108688,7438121.5,217903.60936394942,252942.49118516108,29.40637401469682,23323.267670198795
70200070403,7020007040308,2008,6134712.793082267,6645627.5,208618.47128844375,225992.75574331693,29.40637401469682,23323.267670198795
70200070403,7020007040309,2009,5427944.281818736,6268010.0,184583.93677186925,213151.40713599548,29.40637401469682,23323.267670198795
70200070403,7020007040310,2010,19809593.40949278,14452446.0,673649.6447876325,491473.24293627316,29.40637401469682,23323.267670198795
70200070403,7020007040311,2011,24359933.86270139,11107548.0,828389.5814739586,377725.8629183126,29.40637401469682,23323.267670198795
70200070403,7020007040312,2012,3078628.485894164,4694444.0,104692.55693869351,159640.35544313607,29.40637401469682,23323.267670198795
70200070403,7020007040313,2013,5285547.158763927,8806052.0,179741.5470578691,299460.6541969058,29.40637401469682,23323.267670198795
70200070403,7020007040314,2014,8256385.815190834,13382943.0,280768.57796423417,455103.4749578927,29.40637401469682,23323.267670198795
70200070403,7020007040315,2015,3515070.889642416,5083280.5,119534.31891622006,172863.21997603175,29.40637401469682,23323.267670198795
70200070403,7020007040316,2016,16524943.783589192,8954056.0,561951.0850038939,304493.7126734806,29.40637401469682,23323.267670198795
70200070403,7020007040317,2017,22050485.9599374,9507613.0,749853.9584961047,323318.100873241,29.40637401469682,23323.267670198795
70200070403,7020007040318,2018,20338347.70682058,14890680.0,691630.5865067149,506375.9303529869,29.40637401469682,23323.267670198795
70200070403,7020007040319,2019,27463034.3617699,23075152.0,933914.3393892879,784698.9903776447,29.40637401469682,23323.267670198795
70200070403,7020007040320,2020,7209300.289371762,8091403.5,245161.14383122086,275158.15094904427,29.40637401469682,23323.267670198795
70101061108,7010106110801,2001,773270.3634469563,527627.1,27931.09675822749,19058.280620855443,27.684926594197517,8474.026621723227
70101061108,7010106110802,2002,647506.6298570667,525724.5,23388.417796736278,18989.55730336618,27.684926594197517,8474.026621723227
70101061108,7010106110803,2003,455691.9087738074,432751.47,16459.928373778526,15631.302778700534,27.684926594197517,8474.026621723227
70101061108,7010106110804,2004,588698.8050218472,558269.5,21264.235721153498,20165.106745018704,27.684926594197517,8474.026621723227
70101061108,7010106110805,2005,724829.8677384999,633534.25,26181.390269259988,22883.725114618235,27.684926594197517,8474.026621723227
70101061108,7010106110806,2006,580243.484964468,411986.7,20958.823314564295,14881.263946943182,27.684926594197517,8474.026621723227
70101061108,7010106110807,2007,518611.2299208024,496081.5,18732.620733388474,17918.830245479996,27.684926594197517,8474.026621723227
70101061108,7010106110808,2008,510914.8528099157,593199.75,18454.621906673154,21426.813178703847,27.684926594197517,8474.026621723227
70101061108,7010106110809,2009,669406.1586385237,630912.6,24179.44495394922,22789.02917995213,27.684926594197517,8474.026621723227
