HUC_12,period,N_surplus_kgN_ha_yr,Manure_surplus_kgN_ha_yr,Fertilizer_surplus_kgN_ha_yr,Fix_surplus_kgN_ha_yr,ndep_surplus_kgN_ha_yr,Human_kgN_ha_yr,Total_Uptake_kgN_ha_yr
71200020602,2016-2020,66.53857693403192,7.357638471554486,98.12539463141027,96.13835737179485,12.390850736177885,0.3686153705303485,147.8422796474359
71200020603,2001-2005,49.2561396288928,6.405071670928403,75.91513783404622,77.61833939811171,14.593348695048189,0.4261966924419748,125.70195466168373
71200020603,2016-2020,58.705627364572024,6.264077405832022,88.85855605322764,98.29462898308418,12.276309485026555,0.4191266411782061,147.40707120377655
71200020604,2001-2005,53.41678978717689,8.203332889441288,83.13354521838103,77.76458925189394,14.552363725142047,0.3898242326216264,130.62686553030304
71200020604,2016-2020,65.89277282483648,6.975503077651515,96.82243550849684,94.39393229166667,12.407999452533144,0.3721212444883404,145.07921875
71200020605,2001-2005,49.5402262630506,6.092407116091629,78.1940266543384,80.31458480627828,14.655513822115385,0.4749728517834416,130.19127898755656
71200020605,2016-2020,59.21671397006351,5.1611557904411764,90.96287345023174,102.25238617081448,12.31074329220871,0.4711311996252828,151.9415759332579
71200020606,2001-2005,53.111999511718736,7.869730133787831,83.26758255832283,79.46748699558638,14.574865276245271,0.40201259002108286,132.46967804224465
71200020606,2016-2020,65.7683349628617,6.761744857345524,97.96939202557596,98.4186672446406,12.386783525772383,0.383619156942091,150.1518718474149
71200020607,2001-2005,47.75461553365918,5.349067000098633,75.20940935876357,79.43605257101527,14.684637813979487,0.5008268802809377,127.42537809047869
71200020607,2016-2020,56.78107999092274,4.570783880194634,88.35784008301039,103.65785770647025,12.283284496646502,0.5011941507450848,152.58988032614414
71200020608,2001-2005,53.04265030508888,8.168674484871303,82.11845221879841,76.46349260679081,14.547840224534502,0.3889419338397624,128.64475116374587
71200020608,2016-2020,66.79354167741857,7.138501805517525,98.17852888744476,95.10289225082145,12.41226468373494,0.3710952875778683,146.409741237678
71200020609,2001-2005,53.90823889374333,8.392682405347548,84.00134108487674,78.15144392209535,14.54600009444258,0.3879999799965371,131.57122859301543
71200020609,2016-2020,67.00837954078607,7.182444436282739,98.46539405838125,95.15851872061788,12.414000587642713,0.3699999950811157,146.58197825721962
71200020610,2001-2005,52.6878704923035,8.132661046042003,81.38586858847992,75.7302188509693,14.546000353392568,0.38799998540678005,127.49487833198707
71200020610,2016-2020,65.77497776567644,7.019687121365105,96.22947970499706,93.00218598546041,12.41399955194871,0.3699999980279432,143.26037459612277
71200020701,2001-2005,54.5503545130854,2.9169259510869567,86.14289252737294,87.95487262228261,14.785999702785327,0.4399999867314877,137.6903362771739
71200020701,2016-2020,79.99771415295808,6.289774116847826,114.26464225354403,106.54512907608697,12.602000201681387,0.4200000265370244,160.1238315217391
71200020702,2001-2005,53.62276407622814,2.839123191188557,83.96380283878831,85.61940552598624,14.785999995108014,0.4399999954137641,134.02556747025673
71200020702,2016-2020,79.13646345717802,6.2080052442078895,112.78862225957116,105.16001095804634,12.601999782306667,0.4199999938850188,158.04217478083908
71200020703,2001-2005,54.26573047839319,3.3803648337339745,85.48112339750494,86.641238923454,14.765366719103506,0.4330980487898284,136.43546144419307
71200020703,2016-2020,79.49882417796786,6.435101456447964,113.99814818829611,106.6084346719457,12.585836603271115,0.41336349556348984,160.54206023755654
71200020704,2001-2005,54.35439054483195,5.082355021539135,85.44246198410556,84.25013872663551,14.69067253516842,0.419588796074888,135.53082651869158
71200020704,2016-2020,75.84486114882236,6.757373503212617,109.76462499790846,103.71801742601247,12.527327245789525,0.4003737975503796,157.3228558216511
71200020705,2001-2005,53.832576767722685,4.12706586160045,84.39123988001421,84.41497844827586,14.729867732149552,0.42701948586253746,134.2575946401799
71200020705,2016-2020,76.84004204048031,6.4895234023613195,110.3768363935479,103.71317466266866,12.55803006699775,0.4075187442899644,156.7050412293853
71200020706,2001-2005,54.22141512165896,7.893251774349257,84.7577645880134,79.645795194508,14.569890254040331,0.3919862655534897,133.0372729548055
71200020706,2016-2020,68.86254051348165,7.173393253003432,101.07692112257061,97.30838637013728,12.432713502931922,0.3738329295981121,149.50270666475973
71200020707,2001-2005,49.25910313924156,7.34368842742728,73.71987018225329,68.39269604952831,14.546000239534198,0.38799997005822523,115.13115172955972
71200020707,2016-2020,62.59945275648583,6.593128746560535,90.42651292333062,87.35081318789308,12.41399985259434,0.3700000115160672,134.5550019654088
71200020708,2001-2005,53.785779388551795,8.367460960184378,83.74356453260893,77.9165868176539,14.54600006351626,0.3879999849715991,131.17583297038328
71200020708,2016-2020,67.22265061080526,7.211449486425669,98.85832084629178,95.54280270034843,12.413999607560251,0.370000008506642,147.17392203832753
71200020709,2001-2005,54.388504798966224,8.458831056096681,85.06282467532466,79.2128134018759,14.547731852565837,0.38830011541193177,133.2819963023088
71200020709,2016-2020,68.1936438160025,7.319985851821789,100.56125234408468,97.15747429653678,12.415356128246753,0.3702885791508838,149.63071338383838
