waterid,HUC_12,Year,feature_Precipitation_mm,feature_Tile_Drainage_pct,feature_Clay_Soil_pct,feature_Air_Temperature_degC,feature_CRP_pct,feature_No_Till_pct,feature_Cover_Crop_pct,feature_Forest_pct,feature_Wetlands_pct,SHAP_Precipitation_mm,SHAP_Tile_Drainage_pct,SHAP_Clay_Soil_pct,SHAP_Air_Temperature_degC,SHAP_CRP_pct,SHAP_No_Till_pct,SHAP_Cover_Crop_pct,SHAP_Forest_pct,SHAP_Wetlands_pct
7120001080804,71200010808,2004,74.95942,5.2337337,-11.186818,0.95536286,-1.5891224,-20.7653,0.0,2.6887114,1.3097485,0.00848123338073492,-0.025138817727565765,0.09706282615661621,-0.018422868102788925,0.011021329089999199,-0.03784187138080597,0.0033206630032509565,0.03524218872189522,0.0320703461766243
7120001050502,71200010505,2002,-117.11309,-14.049981,-12.7034025,1.473744,2.321043,6.543938,0.0,19.930368,11.443836,-0.029710454866290092,-0.06949581950902939,0.09201641380786896,-0.023775247856974602,-0.01125431340187788,0.0020363449584692717,0.0021450105123221874,-0.07697732746601105,-0.12698109447956085
7130011020520,71300110205,2020,45.055027,-12.656461,6.7508664,2.8022776,3.230644,31.543934,1.6125691,44.053646,0.12404377,-0.0003396850952412933,-0.0705791488289833,-0.016873890534043312,-0.05275275558233261,-0.013600127771496773,0.02382861077785492,-0.0007169616874307394,-0.24172687530517578,0.03246551379561424
7140103030616,71401030306,2016,80.30064,-22.866333,4.0855613,4.683656,-2.3302271,-26.789396,1.6234035,51.524937,0.7512909,0.005174978170543909,-0.08272099494934082,-0.0032827164977788925,-0.08036229014396667,0.020395983010530472,-0.020523209124803543,-0.0007269147899933159,-0.25513938069343567,0.017765063792467117
7080102040303,70801020403,2003,-183.97154,56.24456,0.6117639,-0.45077458,-0.86421627,-4.240377,0.0,0.7516429,3.8439531,-0.06640977412462234,0.14743298292160034,0.016799379140138626,0.02403370290994644,0.008353803306818008,-0.014100095257163048,0.00342666357755661,0.05074586719274521,-0.022766878828406334
7130001170204,71300011702,2004,-93.92996,-0.44306388,4.1234646,2.3019311,-1.277995,23.210604,0.0,7.344224,10.345041,-0.03267249837517738,-0.04033408686518669,-0.006069544702768326,-0.048912156373262405,0.013432571664452553,0.02508980594575405,0.0022157682105898857,0.0006234046304598451,-0.1504812389612198
7120007060120,71200070601,2020,13.160298,28.451494,5.4756255,1.5844903,-2.5411472,10.167126,1.3632166,2.6882432,0.4665821,-0.008796056732535362,0.05450335144996643,-0.016593022271990776,-0.038332294672727585,0.013242697343230247,0.00783359631896019,-0.00022575307229999453,0.03672763705253601,0.05569217726588249
7130004080607,71300040806,2007,-56.73686,13.518576,5.177368,2.7863443,-0.21122907,23.210604,1.2069,13.544851,2.988917,-0.02777123637497425,0.0010056312894448638,-0.013629039749503136,-0.07071295380592346,0.006443782243877649,0.025267867371439934,0.0002528382174205035,-0.0437118262052536,-0.007601982913911343
7070001090616,70700010906,2016,85.154,-22.993746,-18.878065,-2.7445285,-2.7008178,-26.789396,0.0,57.729393,19.536133,0.005580900236964226,-0.07297761738300323,0.10027751326560974,0.05309206619858742,0.023324770852923393,-0.017112188041210175,0.002327803522348404,-0.26382216811180115,-0.15952752530574799
7140107010109,71401070101,2009,462.98132,-22.910454,2.5795975,4.026592,-2.5886264,-26.789396,0.0,85.85794,0.71790904,0.05383477732539177,-0.07514011114835739,0.003328472375869751,-0.06459012627601624,0.02146051451563835,-0.01670943573117256,0.0023967912420630455,-0.4276255667209625,0.016451701521873474
7040002010207,70400020102,2007,-73.00238,17.341585,5.935296,-1.3272632,2.9956307,43.2106,0.0,7.363943,8.922288,-0.03181904926896095,0.013170524500310421,-0.018474940210580826,0.047824811190366745,-0.007210059557110071,0.05145584046840668,0.003031628206372261,0.0008442883263342083,-0.13439221680164337
7130009030408,71300090304,2008,360.74216,10.616882,8.689399,1.8052616,-1.7145538,10.710604,0.0,0.14113256,0.004582226,0.09292224794626236,-0.00608305586501956,-0.03770190104842186,-0.04514823853969574,0.01010953914374113,0.009083997458219528,0.003507074201479554,0.05552977696061134,0.06734649091959
7130007020104,71300070201,2004,121.89637,13.594399,10.3592005,3.345876,-0.6695305,15.803197,0.0,1.508903,0.009070262,0.022962840273976326,0.0040963636711239815,-0.04970305785536766,-0.09180396795272827,0.007592659443616867,0.016446668654680252,0.0034561764914542437,0.045325737446546555,0.06565942615270615
7120001110214,71200011102,2014,200.75171,25.207155,-18.05269,-0.6005474,-1.7130691,13.436166,10.107412,12.976513,0.40568474,0.04481007158756256,0.040870655328035355,0.14314626157283783,0.028451211750507355,0.010983068495988846,0.012385403737425804,-0.02316558174788952,-0.03982953727245331,0.05363566800951958
