HUC_12,Year,N_Export_Rate,Stream_Loss,Reservoir_Loss,Reservoir_Attenuation,Stream_Attenuation
70101020403,2001,0.013649991,0.09533734,0.7196327,0.0,0.21447925310660915
70101020404,2001,0.010387642,0.092415325,0.7176764,0.0,0.1582616626452215
70101020405,2001,0.009164079,0.09386659,0.71179444,0.0,0.3105738779853712
70101020406,2001,0.00800243,0.09512237,0.7116305,0.0,0.06774168686556291
70101020407,2001,0.012756473,0.0894911,0.7160647,0.0027084460141158684,0.0
70101020408,2001,0.008631145,0.0947852,0.7190348,0.0,0.08682877468345793
70101020501,2001,0.018970918,0.09280474,0.72913957,0.0,0.12841374462615068
70101020502,2001,0.010580702,0.09490057,0.70792246,0.004270544454681381,0.0
70101020503,2001,0.022597613,0.09394698,0.7264635,0.0,0.21525151925420188
70101020504,2001,0.008459942,0.09492829,0.70914924,0.0031672163163143697,0.0
70101020505,2001,0.009354962,0.093716666,0.73173994,0.004360255254892054,0.0
70101020506,2001,0.010097029,0.09504266,0.7161428,0.002595895682108339,0.0
70101020507,2001,0.031117178,0.094608985,0.7220197,2.2997572289452215,0.0
70101020601,2001,0.0076456675,0.09485286,0.72010154,0.0,0.11845255506873009
70101020602,2001,0.010149139,0.09319751,0.717584,0.08346331610873295,0.0
70101020603,2001,0.0084624905,0.09365636,0.71112037,0.0,0.21592119353835504
70101020604,2001,0.009928404,0.091701396,0.71323526,0.014233420214397335,0.0
70101030101,2001,0.012912794,0.09284449,0.66423,0.00017187141583917528,0.0
70101030102,2001,0.016815113,0.09368589,0.6589675,0.043742932368887086,0.0
70101030103,2001,0.01261179,0.09239256,0.6546944,0.024708007236043335,0.0
70101030104,2001,0.013126601,0.09176032,0.6695939,0.0,0.18692928269704215
70101030105,2001,0.013854694,0.09202389,0.6701467,0.0,0.38590095905608435
70101030106,2001,0.014068197,0.09406168,0.66816187,0.0,0.08833082306310144
70101030201,2001,0.014575549,0.094051406,0.6683575,0.07659254013624194,0.0
70101030202,2001,0.015458007,0.089888185,0.6765856,0.0,0.12604951610050324
70101030203,2001,0.012607124,0.09515018,0.6859741,0.0,0.09031075695178145
70101030204,2001,0.011760113,0.09280219,0.6843912,0.0,0.20939769608287917
70101030205,2001,0.020267649,0.092163,0.68183744,0.0012052904400773503,0.0
70101030206,2001,0.00978773,0.09500549,0.7008677,0.00017170726001404442,0.0
70101030207,2001,0.01612318,0.091273025,0.71240574,0.027952469083103476,0.0
70101030301,2001,0.052403487,0.092819765,0.7130477,0.034572174916283165,0.0
70101030302,2001,0.015350819,0.091254294,0.7086537,0.0,0.10723317998116945
70101030303,2001,0.015697217,0.09198962,0.7078382,0.0,0.17095005945213024
70101030304,2001,0.0112045035,0.09350973,0.7095311,0.0,0.052595526750958105
70101030401,2001,0.031377763,0.09061904,0.6746682,0.3978071972228348,0.0
70101030402,2001,0.025503948,0.09109558,0.6789822,0.20790942784576258,0.0
70101030403,2001,0.018704558,0.09429004,0.68906945,0.10961179408163335,0.0
70101030404,2001,0.03708119,0.09372498,0.69977486,0.3052136567837613,0.0
70101030405,2001,0.0110613,0.094153546,0.69685936,0.0,0.17835516398254683
70101030406,2001,0.013745902,0.093206994,0.7025594,0.0,0.26427553182523333
70101030407,2001,0.013642237,0.09137183,0.69258213,0.0,0.16633665580786539
70101030408,2001,0.010204275,0.09201351,0.7028755,0.0,0.18046546959964205
70101030501,2001,0.010860377,0.09389975,0.70040464,0.0,0.2901108912298877
70101030502,2001,0.014683428,0.0941042,0.7094348,0.0,0.22922824353508467
70101030503,2001,0.008790975,0.09252334,0.71419257,0.0,0.1700545714563371
70101030504,2001,0.010923336,0.093580276,0.72002906,0.0,0.31046639931668774
70101030505,2001,0.008456468,0.091212526,0.71696705,0.04218707551578801,0.0
70101030506,2001,0.008089516,0.09414618,0.7165773,0.0,0.36283932951133246
70101030601,2001,0.010991643,0.09344831,0.714677,0.0,0.3293825027656639
70101030602,2001,0.012469755,0.09266914,0.7198701,0.0,0.20315791803209055
70101030603,2001,0.0102774305,0.09362388,0.72054166,0.0,0.22427058399667263
70101030604,2001,0.017204173,0.095127046,0.727984,0.0,0.2063080234306866
70101030605,2001,0.022792604,0.09141747,0.7315199,0.15042556628400278,0.0
70101030701,2001,0.014788222,0.08809773,0.6939531,0.0,0.20532033926974153
70101030702,2001,0.015945304,0.091354065,0.7044492,0.19165726409256476,0.0
70101030703,2001,0.009875877,0.092185944,0.7030282,0.004783331706162113,0.0
70101030704,2001,0.010508346,0.09292746,0.7105869,0.003294162645959297,0.0
70101030705,2001,0.00912584,0.09305953,0.71286035,0.005884522859541399,0.0
70101030801,2001,0.011664868,0.092395276,0.701782,0.007771026890754318,0.0
70101030802,2001,0.01527242,0.095001556,0.71476215,0.27143111533357,0.0
70101030803,2001,0.008885743,0.09338624,0.7093652,0.0,0.24502440015021568
70101030804,2001,0.008385927,0.0946703,0.71027344,0.0,0.3836694685744366
70101030805,2001,0.009683226,0.09446749,0.71030265,0.0,0.2769418193272467
70101030806,2001,0.0068866205,0.093136996,0.717675,0.0,0.22848609970523154
70101030807,2001,0.01032083,0.09312894,0.7130203,0.0,0.1566133643713969
70101030808,2001,0.008783305,0.09188813,0.7244351,0.0,0.253306391204908
70101030901,2001,0.012415124,0.09148435,0.7106108,0.0,0.07666079039577929
70101030902,2001,0.007601613,0.09149136,0.71504337,0.0,0.11097325028903915
70101030903,2001,0.008852813,0.09185848,0.7300179,0.0,0.054298879485785746
70101030904,2001,0.016479377,0.092550196,0.7264605,0.0,0.13001778068393174
70101040101,2001,0.008599865,0.09307136,0.71821076,0.010989881496212696,0.0
70101040102,2001,0.00728964,0.09417412,0.72129256,0.0,0.0663141539867349
70101040103,2001,0.007976505,0.09003951,0.7109483,0.0,0.14736866007002444
70101040104,2001,0.010985714,0.09241964,0.71057457,0.0,0.25325300121363503
70101040105,2001,0.012282574,0.09502137,0.71632665,0.4200792129018433,0.0
70101040106,2001,0.012441659,0.09539563,0.7163565,0.0,0.18030672528908945
70101040107,2001,0.019469943,0.09241699,0.7163542,0.0,0.08873414103052936
70101040108,2001,0.012379149,0.092435464,0.7140075,0.0,0.23116535008397618
70101040201,2001,0.026441164,0.094689064,0.7216617,0.0,0.16205177881558724
70101040202,2001,0.02794697,0.09509084,0.71657884,0.007644524697646901,0.0
70101040203,2001,0.012095069,0.09512023,0.7174213,0.0006918170715033772,0.0
70101040204,2001,0.02542181,0.09495984,0.7168161,0.023530855934268995,0.0
70101040205,2001,0.017971756,0.091888115,0.71126986,0.03525564419144015,0.0
70101040301,2001,0.008367276,0.09447237,0.71239954,0.01709935970155971,0.0
70101040302,2001,0.013519291,0.092386514,0.71547085,0.15248703144729767,0.0
70101040303,2001,0.01123258,0.09117579,0.7126963,0.0,0.1974764051647598
70101040304,2001,0.014129029,0.0919939,0.7115729,0.0,0.0954795500902403
70101040401,2001,0.0150834555,0.092064604,0.7138,0.0,0.05777703039194045
70101040402,2001,0.018102221,0.090758905,0.71276647,0.0008592738048283217,0.0
70101040403,2001,0.019532252,0.09143972,0.7157395,0.0,0.12259528728974903
70101040405,2001,0.013341998,0.09057894,0.71942085,0.014415146677432124,0.0
70101040406,2001,0.012158408,0.09122248,0.7232668,0.0,0.03769904950600594
70101040501,2001,0.02407677,0.09124079,0.7345044,0.0,0.05428480224530011
70101040502,2001,0.015967885,0.08995712,0.735243,0.00020698643577761697,0.0
70101040503,2001,0.03041811,0.08836526,0.7262475,0.0,0.14815788380674555
70101040504,2001,0.019767938,0.0887752,0.7315777,0.0,0.1589444167167104
70101040505,2001,0.021350304,0.0896803,0.7357056,0.0,0.0330452127873044
70101040506,2001,0.02971637,0.086932905,0.735096,0.002595762927722155,0.0
70101040601,2001,0.019344443,0.08881911,0.72566956,0.051844750152666166,0.0
70101040602,2001,0.029830426,0.09374981,0.72391415,0.0,0.16235743283092574
70101040603,2001,0.025986748,0.09298562,0.72498506,0.0,0.3583806571238227
70101040604,2001,0.03120716,0.09294737,0.73438615,0.0,0.24989479870875075
70101040605,2001,0.028705481,0.08792448,0.7476027,0.0,0.23115456129165046
70101040606,2001,0.03398729,0.08894608,0.7363859,0.0,0.23683964737213203
70101040701,2001,0.015374643,0.08759214,0.7516739,0.0,0.03342685514428284
70101040702,2001,0.016043955,0.09205481,0.7521323,0.020664414465686877,0.0
70101040703,2001,0.028420137,0.09202162,0.77177936,0.08783912393326493,0.0
70101040704,2001,0.033018664,0.08767101,0.78293884,0.0,0.12772115372338186
70101040801,2001,0.05129782,0.09101947,0.793363,0.0,0.186890219532821
70101040802,2001,0.029928038,0.09439604,0.79109234,0.019098644312110107,0.0
70101040803,2001,0.016135097,0.09221203,0.7815282,0.0,0.38010028223046693
70101040804,2001,0.030990805,0.0909992,0.78534,0.0,0.2252042147034105
70101040805,2001,0.047847025,0.082719825,0.7829554,0.0,0.2722024121005063
70101040901,2001,0.027536618,0.08660445,0.74081224,0.0,0.03742205894007657
70101040902,2001,0.019916048,0.089492336,0.73530895,0.0,0.029960777172656224
70101040903,2001,0.059726752,0.08576493,0.7606276,0.0,0.025221166404289445
70101040904,2001,0.03472568,0.08281691,0.763998,0.0,0.08237933873066879
70101040905,2001,0.046597034,0.085735045,0.78179085,0.0,0.12642255621152276
70101040906,2001,0.057076592,0.08721515,0.78412783,0.000616685692999428,0.0
70101050101,2001,0.014328428,0.09345195,0.71887493,0.14976235041484298,0.0
70101050102,2001,0.019485097,0.09388404,0.72265637,0.05532984356427175,0.0
70101050103,2001,0.013610448,0.09370314,0.7205042,0.0,0.5796716530040829
70101050104,2001,0.024364796,0.09376091,0.71427196,0.021872223411287115,0.0
70101050201,2001,0.009691158,0.094139576,0.70995986,0.0,0.06752570924098998
70101050202,2001,0.011590613,0.092663966,0.71413124,0.0014663303405879455,0.0
70101050203,2001,0.016787292,0.08939977,0.7073192,0.0,0.15914277367076304
70101050204,2001,0.021095749,0.09366697,0.7121523,0.0,0.2128954596106562
70101050301,2001,0.0115408115,0.09326178,0.7193626,0.16725036187208264,0.0
70101050302,2001,0.011642426,0.09182914,0.7169597,0.22287542791698542,0.0
70101050303,2001,0.013782584,0.09011693,0.7209506,0.0,0.13817599889475937
70101050304,2001,0.013482247,0.09046731,0.72308576,0.028747935078501426,0.0
70101050401,2001,0.020076131,0.09184477,0.71320575,0.0,0.12354618930038885
70101050402,2001,0.022850158,0.09363579,0.71630394,0.0,0.2253476713861509
70101050403,2001,0.01058194,0.08794069,0.71895695,0.0,0.1994920168898897
70101050404,2001,0.017505677,0.08908804,0.7231628,0.0,0.11223913386662644
70101050405,2001,0.03134785,0.092844985,0.71999425,0.0,0.24180829303256848
70101050406,2001,0.069695614,0.09159531,0.72924525,0.2002821204617985,0.0
70101050501,2001,0.008997555,0.08913565,0.71048564,0.00022096318822279788,0.0
70101050502,2001,0.00984048,0.09311665,0.7159116,0.0,0.3013395256468008
70101050503,2001,0.009227552,0.09301994,0.71734565,0.0,0.5993399547542021
70101050504,2001,0.013965516,0.09036267,0.72559434,0.02923129957444949,0.0
70101050601,2001,0.01684609,0.091942966,0.7287559,0.005721390847817561,0.0
70101050602,2001,0.058709927,0.094994746,0.732866,1.1929187899695024,0.0
70101050603,2001,0.019177545,0.093615875,0.72921544,0.02253472445321631,0.0
70101050604,2001,0.016134106,0.09084154,0.7319613,0.0,0.07410417766133104
70101060101,2001,0.049656652,0.092271686,0.69135386,0.0,0.4163991155686845
70101060102,2001,0.11100808,0.091078706,0.6986787,0.12688731648011084,0.0
70101060201,2001,0.023644902,0.09299312,0.67230475,0.0,0.4157738495060334
70101060202,2001,0.00859891,0.09149184,0.67317116,0.0,0.2997147330276821
70101060203,2001,0.01600579,0.093099855,0.6840514,0.012015017617655556,0.0
70101060204,2001,0.014590213,0.09153162,0.67719984,0.0,0.25828943292424605
70101060205,2001,0.015745163,0.094106235,0.69225085,0.07289176312307054,0.0
70101060206,2001,0.017900327,0.093573436,0.6868531,0.0,0.24222693127169567
70101060207,2001,0.0414354,0.0929936,0.69617426,0.22983140697500806,0.0
70101060208,2001,0.028114144,0.09119347,0.6960888,0.03879045525576611,0.0
70101060209,2001,0.09481969,0.094575144,0.69526094,0.0,0.34967970996873593
70101060210,2001,0.07747634,0.0911317,0.6981174,0.10951936114253032,0.0
70101060301,2001,0.026987376,0.09185249,0.70327353,0.0,0.46774423107341645
70101060302,2001,0.021042552,0.09188912,0.7032015,0.0,0.6732898018252079
70101060401,2001,0.024774456,0.09256038,0.6996952,0.0,0.358373527433779
70101060402,2001,0.013157845,0.091859184,0.696631,0.0,0.732099034742163
70101060403,2001,0.036129013,0.09506134,0.70572317,0.0,0.12880865458453158
70101060404,2001,0.03302815,0.09418689,0.70910084,0.0,0.08251414078230931
70101060405,2001,0.089442216,0.09416998,0.70610356,0.0,0.1884042715417097
70101060501,2001,0.035232145,0.09550815,0.6942448,0.0,0.30068371809205063
70101060502,2001,0.039454103,0.09416691,0.6939687,0.0,0.20148803862834422
70101060503,2001,0.03590117,0.09428983,0.70722246,0.0,0.3235407173069735
70101060504,2001,0.0608211,0.09314904,0.70221376,0.0,0.20673640531946222
70101060601,2001,0.03018138,0.08968283,0.72642726,0.0,0.19747557549918465
70101060602,2001,0.055621967,0.09317088,0.7062016,0.11574405731125566,0.0
70101060603,2001,0.04823387,0.09356258,0.7020177,0.0,0.23170663424833954
70101060604,2001,0.054032963,0.09351967,0.70743865,0.0,0.2315536468853144
70101060605,2001,0.05200629,0.09333328,0.7059665,0.0,0.21500987217005238
70101060606,2001,0.038860124,0.09411685,0.70482737,0.0,0.1945245328307367
70101060701,2001,0.014097174,0.0941967,0.7092509,0.0,0.2672040750115899
70101060702,2001,0.021916432,0.09233905,0.7110561,0.0,0.1849196952964823
70101060801,2001,0.018369216,0.09303871,0.7109184,0.00040566796646529296,0.0
70101060802,2001,0.013427313,0.09301655,0.70896137,0.0051397193377614656,0.0
70101060803,2001,0.015196033,0.09419718,0.7112163,0.0,0.17854784709905552
70101060804,2001,0.019130273,0.092754535,0.71350414,0.0,0.3625687908650518
70101060805,2001,0.025334645,0.09112388,0.7132264,0.0,0.14766905598458385
70101060807,2001,0.01676564,0.08900925,0.7105023,0.0,0.17223611502876948
70101060808,2001,0.01341042,0.088170715,0.71331817,0.003583282272620805,0.0
70101060809,2001,0.012470243,0.09316981,0.7273065,0.0,0.12635450515788482
70101060901,2001,0.050764382,0.09232557,0.73182756,0.0,0.6436247366242712
70101060902,2001,0.039834064,0.09408121,0.7331695,0.0,0.336232387000318
70101060903,2001,0.043205515,0.09157061,0.7233525,0.0,0.2189115587986903
70101061001,2001,0.02491946,0.09084684,0.7150295,0.09498972153240413,0.0
70101061002,2001,0.019592732,0.08995341,0.7123037,0.0,0.3539940111549079
70101061003,2001,0.0104085645,0.09006459,0.7195359,0.0,0.2056222948214857
70101061004,2001,0.016377902,0.09019971,0.71664375,0.0,0.3401425960966027
70101061005,2001,0.025575005,0.09478587,0.73218226,0.0,0.5031276397593624
70101061006,2001,0.041319005,0.090187885,0.7368343,0.0,0.07166523848533143
70101061007,2001,0.051801592,0.06921635,0.7322147,0.4944307583081072,0.0
70101061008,2001,0.024709368,0.09082864,0.73733956,0.0,0.11694451321698025
70101061101,2001,0.033374168,0.094091415,0.72608376,0.0,0.08357377650007161
70101061102,2001,0.01986329,0.08912999,0.7171515,0.0,0.32705182015602025
70101061103,2001,0.019437779,0.0876028,0.7137239,0.0,0.4532457194967548
70101061104,2001,0.022438146,0.09151281,0.730222,0.0,0.10999874049951766
70101061105,2001,0.031830356,0.08827378,0.7192621,0.0,0.12320641322246294
70101061106,2001,0.018177588,0.08939334,0.7333975,0.0019947360623773494,0.0
70101061107,2001,0.016924351,0.09148469,0.72664946,0.0,0.05960391850553942
70101070101,2001,0.039580178,0.091199555,0.7407823,0.0,0.43903822370521606
70101070102,2001,0.019332677,0.08947209,0.7366327,0.0,0.23243619204655974
70101070103,2001,0.037779402,0.0943874,0.77049166,0.0,0.4919372533641912
70101070104,2001,0.026195668,0.0917257,0.7238608,0.0,0.3823644751733379
70101070105,2001,0.02484118,0.09125842,0.73134714,0.0,0.4213080210813655
70101070201,2001,0.013253437,0.09180631,0.71217996,0.0,0.2223829529072321
70101070202,2001,0.015994206,0.09293434,0.70935774,0.0,0.23799909946724362
70101070203,2001,0.03098099,0.091252185,0.7183293,0.0,0.2365636367522661
70101070301,2001,0.020943385,0.0918363,0.7252511,0.0,0.42401657035304396
70101070302,2001,0.059010047,0.09224032,0.71404606,0.0,0.18555731835471861
70101070303,2001,0.051308047,0.09008184,0.72239244,0.0,0.12396766150195154
70101070304,2001,0.042419087,0.09278174,0.719669,0.0,0.09654582812584671
70101070401,2001,0.029977242,0.0910873,0.73883563,0.0,0.1976957138677908
70101070402,2001,0.017891712,0.09389812,0.7347454,0.0,0.6780163219203645
70101070403,2001,0.023143189,0.094107755,0.7436988,0.0,0.20643395907225706
70101070404,2001,0.050425116,0.09287241,0.7278447,0.0014937711499006568,0.0
70101070501,2001,0.018778903,0.0927893,0.697827,0.0,0.4529712241129588
70101070502,2001,0.02125105,0.09244993,0.7077264,0.0,0.4195609554581376
70101070503,2001,0.021999693,0.09355516,0.7089707,0.0,0.26730308755800636
70101070504,2001,0.028761467,0.09273586,0.71742046,0.0,0.23222253013600255
70101070505,2001,0.020107413,0.09157398,0.7184572,0.0,0.3772335007443415
70101070601,2001,0.043519486,0.091050394,0.72329307,0.0,0.3361924964898905
70101070602,2001,0.026074184,0.09404995,0.7243482,0.0,0.1484458221503542
70101080101,2001,0.030635312,0.09080068,0.7366296,0.00220523297844843,0.0
70101080102,2001,0.03347708,0.09323174,0.74546176,1.482332259770977,0.0
70101080103,2001,0.037592165,0.09543699,0.7438652,0.424987072033697,0.0
70101080104,2001,0.030032067,0.094573975,0.7514847,0.0,0.13617674438083652
70101080105,2001,0.029001717,0.095233604,0.75010747,0.46303864957833885,0.0
70101080106,2001,0.02973755,0.09514732,0.743865,0.032498268240678196,0.0
70101080107,2001,0.023741134,0.094041176,0.75023687,0.3698663168609044,0.0
70101080108,2001,0.044953216,0.0951209,0.7434164,0.1224222877097073,0.0
70101080109,2001,0.03789228,0.0947551,0.74503684,0.0,0.12727773796777497
70101080201,2001,0.022849785,0.09479719,0.751439,0.00863714182598698,0.0
70101080202,2001,0.020190222,0.09258445,0.7480035,0.008217811229659668,0.0
70101080203,2001,0.032705605,0.0924345,0.75615877,0.0,0.2382260952682316
70101080204,2001,0.032834526,0.0900032,0.76053756,0.0,0.18439719710569086
70101080205,2001,0.039705236,0.093227044,0.77403075,0.0006074986663997966,0.0
70101080206,2001,0.06818894,0.092958465,0.79516476,0.0,0.11909699660537776
70101080207,2001,0.055140506,0.09091021,0.7849989,0.0,0.14500723827898707
70101080301,2001,0.0453071,0.09127941,0.7490236,0.0,0.18072866805815896
70101080302,2001,0.04012828,0.08922151,0.7719586,0.0,0.21928219506185662
70101080303,2001,0.058206927,0.091821365,0.7540093,0.0,0.30247311042153074
70101080401,2001,0.044538938,0.092736684,0.79213446,0.0,0.1743791401612395
70101080402,2001,0.033258628,0.09304833,0.7749091,0.0,0.33907946049150833
70101080403,2001,0.017818078,0.08990192,0.749279,0.006750822917122044,0.0
70101080501,2001,0.03172186,0.088181585,0.73897696,0.0,0.15787065315615778
70101080502,2001,0.025190635,0.092786446,0.7280257,0.0,0.25554254851036584
70101080601,2001,0.025331916,0.08955653,0.73197794,0.00034657626607478354,0.0
70101080602,2001,0.040468287,0.08951186,0.72804976,0.0,0.17157266862148138
70101080603,2001,0.022724973,0.093654506,0.7371028,0.0,0.19960576407679237
70101080701,2001,0.056730952,0.084486224,0.7614965,0.0,0.08026335756957058
70101080702,2001,0.028423963,0.09294801,0.73713624,0.01103623019146645,0.0
70101080703,2001,0.025138438,0.092601575,0.73695165,0.0,0.07276166707435434
70102010101,2001,0.048845503,0.09300576,0.81798047,0.016011677571786523,0.0
70102010102,2001,0.06581892,0.089261845,0.81374264,0.0,0.099604698956309
70102010103,2001,0.0516248,0.09115131,0.80034685,0.0,0.30758812247096934
70102010104,2001,0.05082562,0.09233841,0.7920084,0.0,0.37718577157762373
70102010105,2001,0.050775655,0.0837802,0.78499085,0.0,0.03038590135782718
70102010201,2001,0.02600447,0.093510374,0.8352788,0.0,0.4176892155812157
70102010202,2001,0.051756423,0.0848671,0.8063513,0.0,0.21310931953312806
70102010301,2001,0.034676604,0.09148327,0.7356349,0.0,0.36649630740743805
70102010302,2001,0.022757558,0.09018486,0.7384404,0.0013953738051993448,0.0
70102010303,2001,0.053003848,0.08909313,0.7705436,0.0,0.255333789186815
70102010401,2001,0.021981977,0.09367598,0.7238542,0.0,0.2805151251197783
70102010402,2001,0.03485781,0.09288854,0.7463817,0.0,0.2778712628833699
70102010403,2001,0.05379974,0.09047404,0.7503705,0.0,0.26715741289411493
70102010404,2001,0.09430887,0.09058879,0.7604193,0.0,0.18031370473476716
70102010405,2001,0.05237854,0.09337565,0.77737045,0.005586828542414823,0.0
70102010406,2001,0.04866021,0.09335948,0.77610826,0.0,0.27741514803648587
70102010407,2001,0.040598016,0.0881646,0.78111374,0.0,0.10273251751486133
70102010408,2001,0.047147963,0.088014066,0.77823055,0.0009580395998343518,0.0
70102010501,2001,0.062311,0.084251076,0.777592,0.0,0.3064758462896676
70102010502,2001,0.0950207,0.084919766,0.7823555,0.0,0.1797515268060972
70102010503,2001,0.07724201,0.086942,0.78273344,0.0,0.13436046518125205
70102010504,2001,0.044843186,0.08674806,0.7756195,0.015027780362786068,0.0
70102010601,2001,0.040947203,0.089177415,0.8380414,0.0,0.2175903685871404
70102010602,2001,0.021429129,0.089116156,0.8334018,0.018557885140880397,0.0
70102010603,2001,0.023058899,0.08518692,0.8020401,0.0,0.089025303324678
70102010604,2001,0.04344223,0.08634041,0.7916891,0.0,0.09914475346395774
70102010701,2001,0.069317125,0.08117178,0.77849466,0.0,0.0541948703394098
70102010702,2001,0.050899558,0.0867998,0.78201765,0.0,0.3264691030355264
70102010703,2001,0.07141604,0.087585226,0.779395,0.0009405920867753634,0.0
70102010704,2001,0.057554804,0.0848584,0.7831294,0.0,0.03230308192534981
